Location,Reports,Status,Provider,Source,Date collected,Time collected
"Atlanta, GA",146,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Houston, TX",50,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Charlotte, NC",38,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Dallas, TX",30,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Lincoln, NE",23,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Cleveland, OH",21,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Omaha, NE",18,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Louisville, KY",18,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Chicago, IL",15,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Kansas City, MO",15,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Washington, D.C., DC",14,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Orlando, FL",13,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Brooklyn, NY",13,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Austin, TX",12,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Roseville, MI",11,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Jefferson, GA",10,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Philadelphia, PA",10,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Greenbelt, MD",9,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Manlius, NY",9,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Decatur, GA",9,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Nicholasville, KY",9,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Canton, GA",9,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Lexington, KY",8,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Newberry, SC",8,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Indianapolis, IN",8,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Cedar Rapids, IA",8,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Camanche, IA",7,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Jamestown, NY",7,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Snellville, GA",7,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
"Birmingham, AL",7,  Problems detected ,windstream,Is the service down,Thu 18 Jul 2019,14:06:47
