Location,Reports,Status,Provider,Source,Date collected,Time collected
"Denver, CO",341,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Seattle, WA",271,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Minneapolis, MN",251,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Omaha, NE",249,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Chicago, IL",244,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Los Angeles, CA",233,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Portland, OR",205,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Dallas, TX",184,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Salt Lake City, UT",179,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Phoenix, AZ",175,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Las Vegas, NV",128,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Saint Paul, MN",116,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Orlando, FL",98,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Des Moines, IA",96,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Albuquerque, NM",88,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Atlanta, GA",80,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Charlotte, NC",61,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Brooklyn, NY",49,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Cedar Rapids, IA",49,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Federal Way, WA",49,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Herriman, UT",47,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Houston, TX",45,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Mesquite, TX",44,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Kansas City, MO",40,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Urbana, IL",39,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Lakewood, CA",38,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Boise, ID",38,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Allen, TX",38,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"South Jordan, UT",37,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
"Gilbert, AZ",35,  Some problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:56:20
