Location,Reports,Status,Provider,Source,Date collected,Time collected
"Houston, TX",12,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Atlanta, GA",11,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Kansas City, MO",11,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Chicago, IL",9,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Kansas City, KS",7,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Olathe, KS",6,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Overland Park, KS",5,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Austin, TX",5,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Charlotte, NC",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"St. Louis, MO",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Lee's Summit, MO",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Irvine, CA",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"San Antonio, TX",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Independence, MO",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Santa Ana, CA",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Shawnee, KS",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Lenexa, KS",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Raleigh, NC",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Salt Lake City, UT",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Anaheim, CA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Riverside, CA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Indianapolis, IN",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Cleveland, OH",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Knoxville, TN",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Lockport, NY",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Durham, NC",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Dallas, TX",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Blue Springs, MO",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Marietta, GA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
"Prairie Village, KS",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:18:32
