Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",19,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Dallas, TX",19,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Houston, TX",17,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Phoenix, AZ",14,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Galveston, TX",11,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Newberry, SC",8,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Mission, TX",8,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Williston, ND",7,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Minot, ND",7,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Denver, CO",6,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Pharr, TX",5,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Nashville, TN",4,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Tempe, AZ",4,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Corpus Christi, TX",4,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Ashtabula, OH",4,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Greeley, CO",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Hampstead, NC",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Seattle, WA",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Atlanta, GA",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Washington, D.C., DC",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Los Angeles, CA",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"San Antonio, TX",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Compton, CA",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Albuquerque, NM",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Beeville, TX",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Cresson, TX",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Baltimore, MD",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Benton, AR",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"Bishop, TX",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
"St. Louis, MO",3,  Some problems detected ,Cricket-Wireless,Is the service down,Tue 23 Jul 2019,12:50:54
