Location,Reports,Status,Provider,Source,Date collected,Time collected
"Chicago, IL",138,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Houston, TX",121,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Brooklyn, NY",101,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Dallas, TX",82,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Atlanta, GA",73,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Detroit, MI",72,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Kansas City, MO",69,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Washington, D.C., DC",67,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Los Angeles, CA",64,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Orlando, FL",52,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"St. Louis, MO",44,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Charlotte, NC",42,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Philadelphia, PA",41,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Indianapolis, IN",36,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Westland, MI",33,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Omaha, NE",32,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"New York City, NY",29,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Fort Worth, TX",28,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Brazil, IN",27,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Phoenix, AZ",25,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Baltimore, MD",25,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Akron, OH",23,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Upper Marlboro, MD",23,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Minneapolis, MN",21,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Farmington, MI",21,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"San Antonio, TX",21,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Plymouth Meeting, PA",20,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Newark, NJ",19,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Denver, CO",19,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
"Fort Lauderdale, FL",18,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:53:23
