Location,Reports,Status,Provider,Source,Date collected,Time collected
"Chicago, IL",138,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Houston, TX",121,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Brooklyn, NY",101,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Dallas, TX",82,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Atlanta, GA",73,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Detroit, MI",72,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Kansas City, MO",69,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Washington, D.C., DC",67,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Los Angeles, CA",64,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Orlando, FL",52,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"St. Louis, MO",44,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Charlotte, NC",42,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Philadelphia, PA",41,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Indianapolis, IN",36,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Westland, MI",33,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Omaha, NE",32,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"New York City, NY",29,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Fort Worth, TX",28,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Brazil, IN",27,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Phoenix, AZ",25,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Baltimore, MD",25,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Akron, OH",23,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Upper Marlboro, MD",23,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Minneapolis, MN",21,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Farmington, MI",21,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"San Antonio, TX",21,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Plymouth Meeting, PA",20,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Newark, NJ",19,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Denver, CO",19,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
"Fort Lauderdale, FL",18,  Problems detected ,Sprint,Is the service down,Tue 23 Jul 2019,12:56:20
