Location,Reports,Status,Provider,Source,Date collected,Time collected
"Charlotte, NC",2452,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Los Angeles, CA",2415,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Dallas, TX",2334,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Chicago, IL",1741,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Brooklyn, NY",1603,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Houston, TX",1339,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Atlanta, GA",1307,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Orlando, FL",1040,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"New York City, NY",806,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Tampa, FL",756,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Detroit, MI",648,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Austin, TX",638,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Kansas City, MO",609,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Cleveland, OH",486,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"San Antonio, TX",480,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Dayton, OH",473,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"St. Louis, MO",466,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Raleigh, NC",418,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Buffalo, NY",416,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Indianapolis, IN",393,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Akron, OH",369,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"The Bronx, NY",367,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Louisville, KY",361,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Cincinnati, OH",350,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Fort Worth, TX",331,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Minneapolis, MN",307,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Roseville, MI",289,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Seattle, WA",280,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Honolulu, HI",280,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
"Sacramento, CA",275,  Problems detected ,charter-communications,Is the service down,Tue 23 Jul 2019,12:39:19
