Location,Reports,Status,Provider,Source,Date collected,Time collected
"Chicago, IL",140,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Houston, TX",134,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Brooklyn, NY",99,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Dallas, TX",87,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Atlanta, GA",76,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Los Angeles, CA",72,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Detroit, MI",71,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Kansas City, MO",67,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Washington, D.C., DC",65,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"St. Louis, MO",51,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Orlando, FL",49,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Charlotte, NC",45,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Indianapolis, IN",37,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Philadelphia, PA",35,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Westland, MI",32,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Omaha, NE",31,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Fort Worth, TX",29,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"New York City, NY",28,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Phoenix, AZ",26,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"San Antonio, TX",23,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Brazil, IN",23,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Upper Marlboro, MD",22,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"San Diego, CA",21,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Minneapolis, MN",21,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Columbus, OH",20,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Farmington, MI",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Denver, CO",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Portland, OR",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Baltimore, MD",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
"Seattle, WA",18,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:09:21
