Location,Reports,Status,Provider,Source,Date collected,Time collected
"Chicago, IL",168,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Philadelphia, PA",117,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Brooklyn, NY",97,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Washington, D.C., DC",92,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"New York City, NY",77,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"The Bronx, NY",50,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Greenbelt, MD",26,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Bethlehem, PA",26,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Allentown, PA",24,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Silver Spring, MD",19,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Boston, MA",12,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Plymouth Meeting, PA",10,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Providence, RI",8,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Macungie, PA",8,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Astoria, NY",8,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Easton, PA",8,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Waltham, MA",7,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Northampton, PA",6,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Upper Darby, PA",6,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Brookline, MA",6,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Somerville, MA",6,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Mountain View, CA",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Baltimore, MD",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Taunton, MA",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Upper Marlboro, MD",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Woodside, NY",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Cambridge, MA",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Urbana, IL",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Roxbury, MA",5,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
"Dorchester, MA",4,  No problems detected ,RCN,Is the service down,Mon 22 Jul 2019,23:19:42
