Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",2425,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Charlotte, NC",2394,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Dallas, TX",2381,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Chicago, IL",1511,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Brooklyn, NY",1443,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Houston, TX",1316,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Atlanta, GA",1256,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Orlando, FL",984,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"New York City, NY",782,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Tampa, FL",665,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Austin, TX",609,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Detroit, MI",605,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Kansas City, MO",584,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"San Antonio, TX",482,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Cleveland, OH",472,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"St. Louis, MO",464,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Dayton, OH",456,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Raleigh, NC",414,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Buffalo, NY",395,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Indianapolis, IN",364,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Fort Worth, TX",333,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Louisville, KY",328,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Cincinnati, OH",328,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Akron, OH",327,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"The Bronx, NY",324,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Minneapolis, MN",313,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Honolulu, HI",304,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Seattle, WA",279,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Arlington, TX",272,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
"Sacramento, CA",263,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:07:36
