Location,Reports,Status,Provider,Source,Date collected,Time collected
"Washington, D.C., DC",680,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Brooklyn, NY",563,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"New York City, NY",414,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Philadelphia, PA",412,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"The Bronx, NY",208,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Denver, CO",152,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Silver Spring, MD",148,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Greenbelt, MD",148,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Chicago, IL",146,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Los Angeles, CA",130,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Arlington, VA",121,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Baltimore, MD",119,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Tampa, FL",116,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Dallas, TX",115,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Houston, TX",114,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Pittsburgh, PA",112,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Virginia Beach, VA",98,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Alexandria, VA",97,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Phoenix, AZ",96,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Richmond, VA",93,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Portland, OR",87,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Seattle, WA",86,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Charlotte, NC",76,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Newark, NJ",74,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Hyattsville, MD",67,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Buffalo, NY",62,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Boston, MA",55,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Orlando, FL",50,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Upper Marlboro, MD",47,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
"Belford, NJ",43,  Problems detected ,Verizon,Is the service down,Mon 22 Jul 2019,23:19:42
