Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",1556,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"The Bronx, NY",641,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"New York City, NY",589,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Newark, NJ",107,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Edison, NJ",45,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Stamford, CT",33,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Philadelphia, PA",33,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Wayne, NJ",26,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Washington, D.C., DC",26,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"New Rochelle, NY",25,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Clifton, NJ",24,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Yonkers, NY",22,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Baltimore, MD",22,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Teaneck, NJ",22,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Norwalk, CT",19,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Madison, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"East Rutherford, NJ",17,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Hoboken, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Secaucus, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Jersey City, NJ",15,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Bronx, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Upper Marlboro, MD",14,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Scotch Plains, NJ",14,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Livingston, NJ",14,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Cassville, NJ",13,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Westport, CT",13,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Englishtown, NJ",12,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Massapequa, NY",12,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Valley Stream, NY",12,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
"Milford, CT",12,  Problems detected ,optimum-cablevision,Is the service down,Mon 22 Jul 2019,23:19:16
