Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",2425,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Charlotte, NC",2394,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Dallas, TX",2381,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Chicago, IL",1511,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Brooklyn, NY",1443,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Houston, TX",1316,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Atlanta, GA",1256,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Orlando, FL",984,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"New York City, NY",782,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Tampa, FL",665,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Austin, TX",609,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Detroit, MI",605,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Kansas City, MO",584,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"San Antonio, TX",482,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Cleveland, OH",472,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"St. Louis, MO",464,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Dayton, OH",456,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Raleigh, NC",414,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Buffalo, NY",395,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Indianapolis, IN",364,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Fort Worth, TX",333,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Louisville, KY",328,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Cincinnati, OH",328,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Akron, OH",327,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"The Bronx, NY",324,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Minneapolis, MN",313,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Honolulu, HI",304,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Seattle, WA",279,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Arlington, TX",272,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
"Sacramento, CA",263,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:09:21
