Location,Reports,Status,Provider,Source,Date collected,Time collected
"Houston, TX",13,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Atlanta, GA",10,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Chicago, IL",10,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Kansas City, MO",10,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Kansas City, KS",8,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Olathe, KS",7,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Austin, TX",5,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"St. Louis, MO",4,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Overland Park, KS",4,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Lee's Summit, MO",4,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Charlotte, NC",3,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Lenexa, KS",3,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"San Antonio, TX",3,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Independence, MO",3,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Raleigh, NC",2,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Morrisville, NC",2,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Salt Lake City, UT",2,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Irvine, CA",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Shawnee, KS",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Indianapolis, IN",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Cleveland, OH",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Knoxville, TN",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Lockport, NY",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Durham, NC",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Dallas, TX",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Blue Springs, MO",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Marietta, GA",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Prairie Village, KS",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Grandview, MO",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
"Greensboro, NC",1,  No problems detected ,Google-Fiber,Is the service down,Thu 18 Jul 2019,14:05:37
