Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",26,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Washington, D.C., DC",22,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Arlington, VA",21,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Miami, FL",15,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Alexandria, VA",15,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"New York City, NY",14,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Atlanta, GA",14,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Philadelphia, PA",14,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Warren, PA",13,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Greensburg, PA",11,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Aiken, SC",11,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Boston, MA",10,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Falls Church, VA",7,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Hampstead, MD",7,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Baltimore, MD",6,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Altoona, PA",5,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Springfield, VA",5,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Woodbridge, VA",5,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Brighton, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Somerville, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Natick, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Pittsburgh, PA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Greenbelt, MD",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Virginia Beach, VA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Vienna, VA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Lexington Park, MD",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Pawtucket, RI",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Cambridge, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Miami Beach, FL",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
"Glen Burnie, MD",4,  No problems detected ,Atlantic-Broadband,Is the service down,Tue 23 Jul 2019,12:34:54
