Location,Reports,Status,Provider,Source,Date collected,Time collected
"Houston, TX",12,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Atlanta, GA",11,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Kansas City, MO",11,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Chicago, IL",9,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Kansas City, KS",7,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Olathe, KS",6,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Overland Park, KS",5,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Austin, TX",5,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Charlotte, NC",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"St. Louis, MO",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Lee's Summit, MO",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Irvine, CA",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"San Antonio, TX",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Independence, MO",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Santa Ana, CA",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Shawnee, KS",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Lenexa, KS",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Raleigh, NC",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Salt Lake City, UT",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Anaheim, CA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Riverside, CA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Indianapolis, IN",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Cleveland, OH",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Knoxville, TN",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Lockport, NY",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Durham, NC",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Dallas, TX",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Blue Springs, MO",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Marietta, GA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
"Prairie Village, KS",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:19:16
