Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",726,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Houston, TX",522,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Allen, TX",119,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Mesquite, TX",100,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Washington, D.C., DC",90,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Austin, TX",81,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Memphis, TN",70,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Garland, TX",70,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Oklahoma City, OK",67,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Fort Worth, TX",65,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Chicago, IL",65,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Greenbelt, MD",63,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Kansas City, MO",54,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Charleston, WV",50,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Amarillo, TX",48,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Flagstaff, AZ",46,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Los Angeles, CA",40,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Greensburg, PA",32,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Sacramento, CA",31,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Charlotte, NC",31,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"St. Louis, MO",31,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Phoenix, AZ",31,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Arlington, TX",31,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Tyler, TX",28,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Paris, TX",27,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"College Station, TX",27,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"San Antonio, TX",26,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Philadelphia, PA",24,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Lubbock, TX",23,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
"Georgetown, TX",23,  Some problems detected ,Suddenlink,Is the service down,Tue 23 Jul 2019,12:34:54
