Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",1214,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Houston, TX",837,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Chicago, IL",684,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Atlanta, GA",669,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Los Angeles, CA",330,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Charlotte, NC",286,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Cleveland, OH",218,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Miami, FL",214,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Austin, TX",203,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Mesquite, TX",197,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Allen, TX",172,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Kansas City, MO",166,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Orlando, FL",147,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Hayward, CA",143,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Roseville, MI",142,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Detroit, MI",138,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Fort Worth, TX",133,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"San Antonio, TX",125,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Indianapolis, IN",121,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Oklahoma City, OK",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"San Clemente, CA",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Fort Lauderdale, FL",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Brooklyn, NY",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"St. Louis, MO",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"New York City, NY",106,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Sacramento, CA",102,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Nashville, TN",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"San Francisco, CA",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Garland, TX",94,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
"Arlington, TX",92,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:55:44
