Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
17.Jul.2019,21:47,125.74,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,02:13,125.54,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,06:31,510.01,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,11:01,1510.82,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,15:15,1511.25,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,00:05,1511.13,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,04:26,125.4,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,08:32,1510.91,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,13:12,125.56,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
18.Jul.2019,17:36,125.42,Thu 18 Jul 2019 13:43:14,Is it down right now?,Cox
