Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
17.Jul.2019,17:36,4.88,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
17.Jul.2019,21:55,4.92,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,03:30,5.1,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,07:54,4.99,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,13:13,5.32,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
17.Jul.2019,19:49,6.67,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,01:03,5.0,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,05:38,7.17,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,10:45,5.5,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
18.Jul.2019,15:52,6.41,Thu 18 Jul 2019 13:31:32,Is it down right now?,Comcast
