Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",2425,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Charlotte, NC",2394,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Dallas, TX",2381,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Chicago, IL",1511,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Brooklyn, NY",1443,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Houston, TX",1316,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Atlanta, GA",1256,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Orlando, FL",984,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"New York City, NY",782,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Tampa, FL",665,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Austin, TX",609,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Detroit, MI",605,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Kansas City, MO",584,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"San Antonio, TX",482,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Cleveland, OH",472,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"St. Louis, MO",464,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Dayton, OH",456,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Raleigh, NC",414,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Buffalo, NY",395,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Indianapolis, IN",364,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Fort Worth, TX",333,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Louisville, KY",328,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Cincinnati, OH",328,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Akron, OH",327,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"The Bronx, NY",324,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Minneapolis, MN",313,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Honolulu, HI",304,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Seattle, WA",279,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Arlington, TX",272,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
"Sacramento, CA",263,  Problems detected ,time-warner-cable,Is the service down,Thu 18 Jul 2019,14:05:37
