Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",10,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Dallas, TX",9,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Houston, TX",9,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Chicago, IL",8,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Phoenix, AZ",6,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Albuquerque, NM",5,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Denver, CO",5,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Columbus, OH",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Gresham, OR",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Colville, WA",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Las Vegas, NV",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Nashville, TN",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Montrose, CO",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Colorado Springs, CO",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Kansas City, MO",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Eugene, OR",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Mesa, AZ",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Des Moines, IA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Fort Worth, TX",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Spokane, WA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Charlotte, NC",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Austin, TX",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Danville, CA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Tacoma, WA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Mount Pleasant, MI",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Arlington, TX",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Grand Junction, CO",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Red Oak, TX",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Joplin, MO",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
"Salt Lake City, UT",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:16
