Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",1214,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Houston, TX",837,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Chicago, IL",684,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Atlanta, GA",668,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Los Angeles, CA",330,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Charlotte, NC",286,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Cleveland, OH",218,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Miami, FL",213,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Austin, TX",203,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Mesquite, TX",197,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Allen, TX",172,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Kansas City, MO",166,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Orlando, FL",147,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Hayward, CA",142,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Roseville, MI",141,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Detroit, MI",138,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Fort Worth, TX",133,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"San Antonio, TX",125,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Indianapolis, IN",121,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Oklahoma City, OK",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"San Clemente, CA",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Fort Lauderdale, FL",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Brooklyn, NY",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"St. Louis, MO",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"New York City, NY",106,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Sacramento, CA",102,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Nashville, TN",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"San Francisco, CA",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Garland, TX",94,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
"Arlington, TX",92,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:47:02
