Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",10,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Dallas, TX",9,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Houston, TX",9,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Chicago, IL",8,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Phoenix, AZ",6,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Albuquerque, NM",5,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Denver, CO",5,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Columbus, OH",4,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Gresham, OR",4,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Colville, WA",4,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Las Vegas, NV",4,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Tucson, AZ",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Nashville, TN",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Montrose, CO",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Colorado Springs, CO",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Kansas City, MO",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Eugene, OR",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Mesa, AZ",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Des Moines, IA",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Fort Worth, TX",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Charlotte, NC",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Austin, TX",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Danville, CA",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Tacoma, WA",3,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Mount Pleasant, MI",2,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Arlington, TX",2,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Grand Junction, CO",2,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Red Oak, TX",2,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Joplin, MO",2,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
"Salt Lake City, UT",2,  No problems detected ,Dish-Network,Is the service down,Tue 23 Jul 2019,12:54:08
