Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
10.Jul.2019,11:24,77.68,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
10.Jul.2019,16:25,78.7,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
10.Jul.2019,23:29,81.22,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
11.Jul.2019,06:50,83.7,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
11.Jul.2019,14:18,80.23,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
10.Jul.2019,14:02,80.31,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
10.Jul.2019,20:04,77.96,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
11.Jul.2019,01:53,83.29,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
11.Jul.2019,09:35,78.47,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
11.Jul.2019,16:37,78.59,Thu 11 Jul 2019 14:35:39,Is it down right now?,Frontier
