Location,Reports,Status,Provider,Source,Date collected,Time collected
"Long Beach, CA",105,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Houston, TX",93,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Los Angeles, CA",84,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Chicago, IL",73,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Dallas, TX",52,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Denver, CO",51,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Philadelphia, PA",50,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Seattle, WA",47,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Portland, OR",46,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Austin, TX",45,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Brooklyn, NY",42,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"The Bronx, NY",42,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Orlando, FL",38,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"San Antonio, TX",32,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Minneapolis, MN",31,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Detroit, MI",30,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Tampa, FL",29,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"New York City, NY",28,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Atlanta, GA",28,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"San Diego, CA",25,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Las Vegas, NV",25,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Washington, D.C., DC",24,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Miami, FL",22,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"San Francisco, CA",21,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Saint Paul, MN",19,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Sacramento, CA",19,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Cleveland, OH",19,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Manhattan, NY",19,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"San Jose, CA",18,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
"Charlotte, NC",18,  Problems detected ,T-Mobile,Is the service down,Mon 22 Jul 2019,23:18:32
