Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
10.Jul.2019,13:13,80.05,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
10.Jul.2019,18:24,69.45,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
11.Jul.2019,01:16,69.11,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
11.Jul.2019,06:53,69.58,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
11.Jul.2019,11:17,88.64,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
10.Jul.2019,15:59,67.93,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
10.Jul.2019,22:16,92.23,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
11.Jul.2019,04:35,91.27,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
11.Jul.2019,09:16,91.78,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
11.Jul.2019,16:00,73.72,Thu 11 Jul 2019 14:45:42,Is it down right now?,CenturyLink
