Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
17.Jul.2019,20:09,5.04,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,00:21,5.39,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,04:30,4.92,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,08:55,5.01,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,13:58,5.11,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
17.Jul.2019,22:11,5.0,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,02:29,5.32,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,06:45,6.23,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,11:53,4.94,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
18.Jul.2019,16:08,5.06,Thu 18 Jul 2019 13:31:32,Is it down right now?,att
