Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
01.Jul.2019,16:24,259.69,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
02.Jul.2019,21:18,260.09,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
08.Jul.2019,00:01,260.38,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
09.Jul.2019,21:14,259.78,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
10.Jul.2019,06:05,260.06,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
02.Jul.2019,06:11,259.8,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
06.Jul.2019,02:12,259.91,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
08.Jul.2019,20:15,262.67,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
10.Jul.2019,00:57,260.52,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
11.Jul.2019,08:16,260.63,Thu 11 Jul 2019 14:45:42,Is it down right now?,Mediacom
