Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",10,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Dallas, TX",9,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Houston, TX",9,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Chicago, IL",8,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Phoenix, AZ",6,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Albuquerque, NM",5,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Denver, CO",5,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Columbus, OH",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Gresham, OR",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Colville, WA",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Las Vegas, NV",4,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Nashville, TN",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Montrose, CO",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Colorado Springs, CO",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Kansas City, MO",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Eugene, OR",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Mesa, AZ",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Des Moines, IA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Fort Worth, TX",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Spokane, WA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Charlotte, NC",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Austin, TX",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Danville, CA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Tacoma, WA",3,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Mount Pleasant, MI",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Arlington, TX",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Grand Junction, CO",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Red Oak, TX",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Joplin, MO",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
"Salt Lake City, UT",2,  No problems detected ,Dish-Network,Is the service down,Mon 22 Jul 2019,23:19:42
