Location,Reports,Status,Provider,Source,Date collected,Time collected
"Atlanta, GA",155,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Houston, TX",47,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Charlotte, NC",37,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Dallas, TX",33,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Lincoln, NE",22,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Cleveland, OH",21,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Louisville, KY",19,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Omaha, NE",18,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Brooklyn, NY",16,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Chicago, IL",16,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Kansas City, MO",15,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Orlando, FL",15,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Washington, D.C., DC",14,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Roseville, MI",13,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Austin, TX",12,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Greenbelt, MD",11,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Newberry, SC",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Manlius, NY",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Decatur, GA",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Nicholasville, KY",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Birmingham, AL",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Snellville, GA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Oklahoma City, OK",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Allen, TX",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Jefferson, GA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Philadelphia, PA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Indianapolis, IN",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Cedar Rapids, IA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"Columbus, GA",7,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
"London, KY",7,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:18:32
