Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",17,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Phoenix, AZ",13,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Salt Lake City, UT",12,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Los Angeles, CA",11,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Albuquerque, NM",9,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Austin, TX",6,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Lakewood, CA",6,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Pocatello, ID",6,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Idaho Falls, ID",5,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Las Vegas, NV",5,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"San Antonio, TX",5,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Federal Way, WA",5,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Sandy, UT",5,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Minneapolis, MN",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Oklahoma City, OK",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Meridian, ID",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"El Paso, TX",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Herriman, UT",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Fort Worth, TX",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Mesquite, TX",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Caldwell, ID",4,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Rio Rancho, NM",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Sioux City, IA",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Willow Spring, AZ",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Prescott, AZ",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Garland, TX",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"West Des Moines, IA",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Kansas City, MO",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Houston, TX",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
"Twin Falls, ID",3,  No problems detected ,Cable-ONE,Is the service down,Thu 18 Jul 2019,14:07:36
