Location,Reports,Status,Provider,Source,Date collected,Time collected
"Chicago, IL",140,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Houston, TX",134,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Brooklyn, NY",99,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Dallas, TX",87,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Atlanta, GA",76,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Los Angeles, CA",72,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Detroit, MI",71,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Kansas City, MO",67,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Washington, D.C., DC",65,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"St. Louis, MO",51,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Orlando, FL",49,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Charlotte, NC",45,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Indianapolis, IN",37,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Philadelphia, PA",35,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Westland, MI",32,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Omaha, NE",31,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Fort Worth, TX",29,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"New York City, NY",28,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Phoenix, AZ",26,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"San Antonio, TX",23,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Brazil, IN",23,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Upper Marlboro, MD",22,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"San Diego, CA",21,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Minneapolis, MN",21,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Columbus, OH",20,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Farmington, MI",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Denver, CO",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Portland, OR",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Baltimore, MD",19,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
"Seattle, WA",18,  Problems detected ,Sprint,Is the service down,Thu 18 Jul 2019,14:06:47
