Location,Reports,Status,Provider,Source,Date collected,Time collected
"Washington, D.C., DC",678,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Brooklyn, NY",571,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"New York City, NY",427,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Philadelphia, PA",415,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"The Bronx, NY",211,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Greenbelt, MD",153,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Denver, CO",149,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Chicago, IL",143,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Silver Spring, MD",139,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Los Angeles, CA",130,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Arlington, VA",119,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Tampa, FL",117,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Pittsburgh, PA",114,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Dallas, TX",113,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Baltimore, MD",112,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Houston, TX",109,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Atlanta, GA",99,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Virginia Beach, VA",96,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Richmond, VA",93,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Alexandria, VA",92,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Seattle, WA",86,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Portland, OR",84,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Newark, NJ",76,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Charlotte, NC",75,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Hyattsville, MD",68,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Buffalo, NY",62,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Orlando, FL",49,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Upper Marlboro, MD",48,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Belford, NJ",44,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
"Roanoke, VA",42,  Problems detected ,Verizon,Is the service down,Tue 23 Jul 2019,12:54:08
