Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",726,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Houston, TX",529,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Allen, TX",117,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Mesquite, TX",100,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Washington, D.C., DC",90,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Austin, TX",83,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Memphis, TN",69,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Garland, TX",69,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Oklahoma City, OK",66,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Fort Worth, TX",65,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Chicago, IL",65,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Greenbelt, MD",63,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Kansas City, MO",54,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Charleston, WV",50,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Amarillo, TX",48,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Flagstaff, AZ",47,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Los Angeles, CA",39,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Sacramento, CA",33,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Greensburg, PA",33,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"St. Louis, MO",32,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Phoenix, AZ",32,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Charlotte, NC",31,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Arlington, TX",31,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Tyler, TX",28,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Paris, TX",27,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"College Station, TX",27,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"San Antonio, TX",27,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Philadelphia, PA",24,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Lubbock, TX",23,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
"Georgetown, TX",23,  Problems detected ,Suddenlink,Is the service down,Mon 22 Jul 2019,23:19:42
