Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",1214,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Houston, TX",837,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Chicago, IL",684,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Atlanta, GA",668,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Los Angeles, CA",330,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Charlotte, NC",286,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Cleveland, OH",218,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Miami, FL",213,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Austin, TX",203,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Mesquite, TX",197,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Allen, TX",172,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Kansas City, MO",166,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Orlando, FL",147,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Hayward, CA",142,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Roseville, MI",141,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Detroit, MI",138,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Fort Worth, TX",133,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"San Antonio, TX",125,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Indianapolis, IN",121,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Oklahoma City, OK",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"San Clemente, CA",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Fort Lauderdale, FL",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Brooklyn, NY",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"St. Louis, MO",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"New York City, NY",106,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Sacramento, CA",102,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Nashville, TN",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"San Francisco, CA",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Garland, TX",94,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
"Arlington, TX",92,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:50:34
