Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",1619,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"The Bronx, NY",667,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"New York City, NY",618,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Newark, NJ",119,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Edison, NJ",47,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Stamford, CT",37,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Philadelphia, PA",34,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Wayne, NJ",33,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Clifton, NJ",27,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Teaneck, NJ",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"New Rochelle, NY",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Washington, D.C., DC",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Baltimore, MD",23,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Yonkers, NY",22,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Jersey City, NJ",20,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Norwalk, CT",20,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Secaucus, NJ",19,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Hoboken, NJ",19,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"East Rutherford, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Madison, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Bronx, NY",17,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Livingston, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Carlstadt, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Valley Stream, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Massapequa, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Milford, CT",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Westport, CT",14,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Upper Marlboro, MD",14,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"West New York, NJ",13,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
"Long Beach, NY",13,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:55:44
