Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",1619,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"The Bronx, NY",667,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"New York City, NY",618,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Newark, NJ",119,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Edison, NJ",47,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Stamford, CT",37,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Philadelphia, PA",34,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Wayne, NJ",33,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Clifton, NJ",27,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Teaneck, NJ",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"New Rochelle, NY",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Washington, D.C., DC",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Baltimore, MD",23,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Yonkers, NY",22,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Jersey City, NJ",20,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Norwalk, CT",20,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Secaucus, NJ",19,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Hoboken, NJ",19,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"East Rutherford, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Madison, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Bronx, NY",17,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Livingston, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Carlstadt, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Valley Stream, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Massapequa, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Milford, CT",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Westport, CT",14,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Upper Marlboro, MD",14,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"West New York, NJ",13,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
"Long Beach, NY",13,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:57:43
