Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",26,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Washington, D.C., DC",22,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Arlington, VA",21,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Alexandria, VA",15,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"New York City, NY",14,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Miami, FL",14,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Atlanta, GA",14,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Philadelphia, PA",14,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Warren, PA",13,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Greensburg, PA",11,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Aiken, SC",11,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Boston, MA",10,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Falls Church, VA",7,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Hampstead, MD",7,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Baltimore, MD",6,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Altoona, PA",5,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Springfield, VA",5,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Miami Beach, FL",5,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Woodbridge, VA",5,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Brighton, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Somerville, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Natick, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Pittsburgh, PA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Greenbelt, MD",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Virginia Beach, VA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Vienna, VA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Lexington Park, MD",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Pawtucket, RI",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Cambridge, MA",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
"Glen Burnie, MD",4,  No problems detected ,Atlantic-Broadband,Is the service down,Mon 22 Jul 2019,23:19:42
