Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",57,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Los Angeles, CA",50,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Denver, CO",41,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Houston, TX",38,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Chicago, IL",33,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Phoenix, AZ",32,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"St. Louis, MO",29,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Austin, TX",29,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Charlotte, NC",24,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Atlanta, GA",24,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"San Antonio, TX",23,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"San Jose, CA",20,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"San Diego, CA",17,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Las Vegas, NV",16,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Minneapolis, MN",16,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Portland, OR",16,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Albuquerque, NM",15,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Colorado Springs, CO",14,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Kansas City, MO",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Sacramento, CA",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Brooklyn, NY",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Arlington, TX",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Indianapolis, IN",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Tulsa, OK",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Tucson, AZ",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Fort Lauderdale, FL",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Omaha, NE",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Des Moines, IA",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Rochester, NY",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
"Miami, FL",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:09:21
