Location,Reports,Status,Provider,Source,Date collected,Time collected
"Long Beach, CA",105,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Houston, TX",95,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Los Angeles, CA",81,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Chicago, IL",76,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Dallas, TX",52,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Philadelphia, PA",51,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Seattle, WA",50,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Denver, CO",49,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Portland, OR",45,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Austin, TX",42,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Brooklyn, NY",41,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Orlando, FL",40,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"The Bronx, NY",39,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"San Antonio, TX",32,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Minneapolis, MN",31,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"New York City, NY",26,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Atlanta, GA",26,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Sacramento, CA",26,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Tampa, FL",25,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"San Diego, CA",24,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Washington, D.C., DC",23,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Detroit, MI",23,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Las Vegas, NV",22,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Miami, FL",21,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"San Francisco, CA",19,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Cleveland, OH",19,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Manhattan, NY",19,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Saint Paul, MN",18,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"San Jose, CA",18,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
"Charlotte, NC",17,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:06:47
