Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",1214,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Houston, TX",837,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Chicago, IL",684,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Atlanta, GA",669,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Los Angeles, CA",330,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Charlotte, NC",286,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Cleveland, OH",218,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Miami, FL",214,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Austin, TX",203,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Mesquite, TX",197,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Allen, TX",172,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Kansas City, MO",166,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Orlando, FL",147,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Hayward, CA",143,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Roseville, MI",142,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Detroit, MI",138,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Fort Worth, TX",133,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"San Antonio, TX",125,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Indianapolis, IN",121,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Oklahoma City, OK",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"San Clemente, CA",111,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Fort Lauderdale, FL",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Brooklyn, NY",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"St. Louis, MO",109,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"New York City, NY",106,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Sacramento, CA",102,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Nashville, TN",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"San Francisco, CA",95,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Garland, TX",94,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
"Arlington, TX",92,  Problems detected ,att,Is the service down,Tue 23 Jul 2019,12:59:53
