Location,Reports,Status,Provider,Source,Date collected,Time collected
"Denver, CO",341,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Seattle, WA",271,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Minneapolis, MN",251,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Omaha, NE",249,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Chicago, IL",244,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Los Angeles, CA",233,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Portland, OR",205,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Dallas, TX",184,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Salt Lake City, UT",179,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Phoenix, AZ",175,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Las Vegas, NV",128,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Saint Paul, MN",116,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Orlando, FL",98,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Des Moines, IA",96,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Albuquerque, NM",88,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Atlanta, GA",80,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Charlotte, NC",61,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Brooklyn, NY",49,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Cedar Rapids, IA",49,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Federal Way, WA",49,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Herriman, UT",47,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Houston, TX",45,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Mesquite, TX",44,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Kansas City, MO",40,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Urbana, IL",39,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Lakewood, CA",38,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Boise, ID",38,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Allen, TX",38,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"South Jordan, UT",37,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
"Gilbert, AZ",35,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:37:17
