Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",57,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Los Angeles, CA",50,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Denver, CO",41,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Houston, TX",38,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Chicago, IL",33,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Phoenix, AZ",32,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"St. Louis, MO",29,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Austin, TX",29,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Charlotte, NC",24,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Atlanta, GA",24,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"San Antonio, TX",23,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"San Jose, CA",20,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"San Diego, CA",17,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Las Vegas, NV",16,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Minneapolis, MN",16,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Portland, OR",16,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Albuquerque, NM",15,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Colorado Springs, CO",14,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Kansas City, MO",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Sacramento, CA",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Brooklyn, NY",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Arlington, TX",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Indianapolis, IN",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Tulsa, OK",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Tucson, AZ",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Fort Lauderdale, FL",13,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Omaha, NE",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Des Moines, IA",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Rochester, NY",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
"Miami, FL",12,  Problems detected ,DirecTV,Is the service down,Thu 18 Jul 2019,14:16:39
