Location,Reports,Status,Provider,Source,Date collected,Time collected
"Long Beach, CA",105,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Houston, TX",95,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Los Angeles, CA",81,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Chicago, IL",76,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Dallas, TX",52,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Philadelphia, PA",51,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Seattle, WA",50,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Denver, CO",49,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Portland, OR",45,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Austin, TX",42,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Brooklyn, NY",41,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Orlando, FL",40,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"The Bronx, NY",39,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"San Antonio, TX",32,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Minneapolis, MN",31,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"New York City, NY",26,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Atlanta, GA",26,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Sacramento, CA",26,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Tampa, FL",25,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"San Diego, CA",24,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Washington, D.C., DC",23,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Detroit, MI",23,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Las Vegas, NV",22,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Miami, FL",21,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"San Francisco, CA",19,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Cleveland, OH",19,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Manhattan, NY",19,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Saint Paul, MN",18,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"San Jose, CA",18,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
"Charlotte, NC",17,  Problems detected ,T-Mobile,Is the service down,Thu 18 Jul 2019,14:05:37
