Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
02.Jul.2019,14:11,105.38,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
03.Jul.2019,21:52,104.6,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
04.Jul.2019,13:42,66.76,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
07.Jul.2019,05:54,104.95,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
09.Jul.2019,16:45,98.06,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
02.Jul.2019,18:48,67.14,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
04.Jul.2019,11:42,100.61,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
04.Jul.2019,20:42,102.51,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
08.Jul.2019,17:21,101.9,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
10.Jul.2019,05:51,107.39,Thu 11 Jul 2019 14:38:18,Is it down right now?,windstream
