Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
17.Jul.2019,15:34,9.62,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
17.Jul.2019,20:39,10.11,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
18.Jul.2019,01:36,10.35,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
18.Jul.2019,06:33,11.9,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
18.Jul.2019,14:18,10.21,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
17.Jul.2019,18:32,9.46,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
17.Jul.2019,23:09,10.74,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
18.Jul.2019,04:28,11.03,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
18.Jul.2019,09:34,9.94,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
18.Jul.2019,16:18,10.29,Thu 18 Jul 2019 13:47:59,Is it down right now?,Verizon
