Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
12.Jul.2019,14:58,235.36,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
14.Jul.2019,23:06,233.04,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
16.Jul.2019,01:49,228.65,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
16.Jul.2019,07:55,230.38,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
18.Jul.2019,14:17,232.24,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
13.Jul.2019,18:45,228.8,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
15.Jul.2019,19:35,235.61,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
16.Jul.2019,04:04,230.17,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
16.Jul.2019,21:05,235.48,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
18.Jul.2019,16:33,231.5,Thu 18 Jul 2019 14:09:16,Is it down right now?,MegaPath
