Location,Reports,Status,Provider,Source,Date collected,Time collected
"Houston, TX",20,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Miami, FL",20,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Los Angeles, CA",19,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Detroit, MI",19,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Dallas, TX",19,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Brooklyn, NY",18,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Grand Junction, CO",18,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"San Antonio, TX",16,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Chicago, IL",14,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Irving, TX",13,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Philadelphia, PA",12,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Atlanta, GA",12,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Austin, TX",12,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Orlando, FL",11,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Tampa, FL",10,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Washington, D.C., DC",10,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Sacramento, CA",9,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Charlotte, NC",8,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Indianapolis, IN",8,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Kansas City, MO",7,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Jacksonville, FL",7,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Oklahoma City, OK",7,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Fort Worth, TX",6,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Denver, CO",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Fort Myers, FL",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Orange Park, FL",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Lakeland, FL",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Augusta, GA",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Memphis, TN",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
"Federal Way, WA",5,  No problems detected ,MetroPCS,Is the service down,Mon 22 Jul 2019,23:18:32
