Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",269,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Tampa, FL",228,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Los Angeles, CA",196,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Chicago, IL",119,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Seattle, WA",112,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Portland, OR",106,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Orlando, FL",80,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Atlanta, GA",44,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Indianapolis, IN",35,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Mesquite, TX",34,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"New York City, NY",32,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Norwalk, CA",32,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Brooklyn, NY",32,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Arlington, TX",31,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Miami, FL",31,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Washington, D.C., DC",31,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Fort Worth, TX",31,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Riverview, FL",29,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Sarasota, FL",29,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Riverside, CA",26,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Garland, TX",26,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Allen, TX",26,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Irving, TX",26,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Santa Ana, CA",25,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Fort Wayne, IN",25,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Detroit, MI",23,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Fort Lauderdale, FL",23,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Philadelphia, PA",22,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Plano, TX",21,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
"Lakeland, FL",20,  Problems detected ,Frontier,Is the service down,Tue 23 Jul 2019,12:58:38
