Location,Reports,Status,Provider,Source,Date collected,Time collected
"Atlanta, GA",155,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Houston, TX",47,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Charlotte, NC",37,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Dallas, TX",33,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Lincoln, NE",22,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Cleveland, OH",21,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Louisville, KY",19,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Omaha, NE",18,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Brooklyn, NY",16,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Chicago, IL",16,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Kansas City, MO",15,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Orlando, FL",15,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Washington, D.C., DC",14,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Roseville, MI",13,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Austin, TX",12,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Greenbelt, MD",11,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Newberry, SC",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Manlius, NY",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Decatur, GA",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Nicholasville, KY",9,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Birmingham, AL",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Snellville, GA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Oklahoma City, OK",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Allen, TX",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Jefferson, GA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Philadelphia, PA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Indianapolis, IN",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Cedar Rapids, IA",8,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"Columbus, GA",7,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
"London, KY",7,  No problems detected ,windstream,Is the service down,Mon 22 Jul 2019,23:12:12
