Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
09.Jul.2019,20:11,38.03,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
10.Jul.2019,04:28,34.09,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
10.Jul.2019,15:17,35.86,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
11.Jul.2019,05:15,36.13,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
11.Jul.2019,12:43,37.26,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
10.Jul.2019,01:20,35.49,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
10.Jul.2019,08:30,30.19,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
10.Jul.2019,18:22,34.4,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
11.Jul.2019,10:23,29.93,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
11.Jul.2019,16:32,35.4,Thu 11 Jul 2019 14:46:18,Is it down right now?,Suddenlink
