Location,Reports,Status,Provider,Source,Date collected,Time collected
"Los Angeles, CA",2425,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Charlotte, NC",2394,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Dallas, TX",2381,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Chicago, IL",1511,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Brooklyn, NY",1443,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Houston, TX",1316,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Atlanta, GA",1256,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Orlando, FL",984,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"New York City, NY",782,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Tampa, FL",665,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Austin, TX",609,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Detroit, MI",605,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Kansas City, MO",584,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"San Antonio, TX",482,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Cleveland, OH",472,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"St. Louis, MO",464,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Dayton, OH",456,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Raleigh, NC",414,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Buffalo, NY",395,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Indianapolis, IN",364,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Fort Worth, TX",333,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Louisville, KY",328,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Cincinnati, OH",328,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Akron, OH",327,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"The Bronx, NY",324,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Minneapolis, MN",313,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Honolulu, HI",304,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Seattle, WA",279,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Arlington, TX",272,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
"Sacramento, CA",263,  Problems detected ,charter-communications,Is the service down,Thu 18 Jul 2019,14:16:39
