Location,Reports,Status,Provider,Source,Date collected,Time collected
"Houston, TX",21,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Detroit, MI",20,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Dallas, TX",19,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Los Angeles, CA",19,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Grand Junction, CO",18,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Brooklyn, NY",17,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Miami, FL",17,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"San Antonio, TX",16,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Chicago, IL",13,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Philadelphia, PA",12,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Atlanta, GA",12,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Austin, TX",12,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Irving, TX",12,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Orlando, FL",11,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Sacramento, CA",10,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Tampa, FL",10,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Washington, D.C., DC",10,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Indianapolis, IN",8,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Kansas City, MO",7,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Oklahoma City, OK",7,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Jacksonville, FL",6,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Charlotte, NC",5,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Denver, CO",5,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Lakeland, FL",5,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Fort Worth, TX",5,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Augusta, GA",5,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Federal Way, WA",5,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Pawtucket, RI",4,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Marietta, GA",4,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
"Fort Myers, FL",4,  No problems detected ,MetroPCS,Is the service down,Tue 23 Jul 2019,12:47:02
