Location,Reports,Status,Provider,Source,Date collected,Time collected
"Washington, D.C., DC",647,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Brooklyn, NY",512,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"New York City, NY",393,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Philadelphia, PA",391,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"The Bronx, NY",179,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Denver, CO",148,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Silver Spring, MD",145,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Chicago, IL",141,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Los Angeles, CA",136,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Greenbelt, MD",132,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Dallas, TX",119,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Arlington, VA",119,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Baltimore, MD",115,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Houston, TX",113,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Tampa, FL",112,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Pittsburgh, PA",110,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Atlanta, GA",102,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Richmond, VA",95,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Alexandria, VA",93,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Virginia Beach, VA",89,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Seattle, WA",89,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Phoenix, AZ",88,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Newark, NJ",77,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Durham, NC",62,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Hyattsville, MD",59,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Hillsdale, MI",59,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Buffalo, NY",56,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Orlando, FL",47,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Upper Marlboro, MD",46,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
"Salt Lake City, UT",46,  Problems detected ,Verizon,Is the service down,Thu 18 Jul 2019,14:07:36
