Location,Reports,Status,Provider,Source,Date collected,Time collected
"Houston, TX",12,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Atlanta, GA",11,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Kansas City, MO",11,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Chicago, IL",9,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Kansas City, KS",7,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Olathe, KS",6,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Overland Park, KS",5,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Austin, TX",5,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Charlotte, NC",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"St. Louis, MO",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Lee's Summit, MO",4,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Irvine, CA",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"San Antonio, TX",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Independence, MO",3,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Santa Ana, CA",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Shawnee, KS",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Lenexa, KS",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Raleigh, NC",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Salt Lake City, UT",2,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Anaheim, CA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Riverside, CA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Indianapolis, IN",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Cleveland, OH",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Knoxville, TN",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Lockport, NY",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Durham, NC",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Dallas, TX",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Blue Springs, MO",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Marietta, GA",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
"Prairie Village, KS",1,  No problems detected ,Google-Fiber,Is the service down,Mon 22 Jul 2019,23:12:12
