Location,Reports,Status,Provider,Source,Date collected,Time collected
"Dallas, TX",17,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Los Angeles, CA",13,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Salt Lake City, UT",13,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Phoenix, AZ",13,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Albuquerque, NM",9,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Austin, TX",7,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Lakewood, CA",6,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Pocatello, ID",6,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Meridian, ID",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Minneapolis, MN",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Mesquite, TX",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Oklahoma City, OK",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Las Vegas, NV",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"San Antonio, TX",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Federal Way, WA",5,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Prescott, AZ",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Kansas City, MO",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Houston, TX",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Rio Rancho, NM",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Idaho Falls, ID",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"El Paso, TX",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Herriman, UT",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Sandy, UT",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Caldwell, ID",4,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Chicago, IL",3,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Boise, ID",3,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Gilbert, AZ",3,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Sioux City, IA",3,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Willow Spring, AZ",3,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
"Fort Worth, TX",3,  No problems detected ,Cable-ONE,Is the service down,Tue 23 Jul 2019,12:53:23
