Location,Reports,Status,Provider,Source,Date collected,Time collected
"Omaha, NE",551,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Chicago, IL",522,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Des Moines, IA",248,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Minneapolis, MN",213,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Atlanta, GA",186,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Cedar Rapids, IA",161,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"St. Louis, MO",90,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"New Orleans, LA",88,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Camanche, IA",78,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"West Des Moines, IA",78,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Iowa City, IA",76,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Birmingham, AL",76,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Urbana, IL",75,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Saint Paul, MN",68,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Los Angeles, CA",59,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Columbus, GA",58,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Kansas City, MO",57,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Ankeny, IA",54,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"De Witt, IA",53,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Orlando, FL",49,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Milton, FL",47,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Ottumwa, IA",43,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Indianapolis, IN",42,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Council Bluffs, IA",41,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Bettendorf, IA",41,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Davenport, IA",40,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Kent, IL",39,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Washington, D.C., DC",38,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Dubuque, IA",38,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
"Brooklyn, NY",34,  Some problems detected ,Mediacom,Is the service down,Thu 18 Jul 2019,14:16:39
