Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
17.Jul.2019,06:52,5.13,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
17.Jul.2019,20:14,5.3,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
18.Jul.2019,02:21,5.11,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
18.Jul.2019,06:47,5.41,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
18.Jul.2019,14:04,7.89,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
17.Jul.2019,13:27,4.97,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
17.Jul.2019,22:50,5.15,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
18.Jul.2019,04:36,5.05,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
18.Jul.2019,11:35,7.4,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
18.Jul.2019,16:18,12.94,Thu 18 Jul 2019 13:23:45,Is it down right now?,MetroPCS
