Location,Reports,Status,Provider,Source,Date collected,Time collected
"Charlotte, NC",2452,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Los Angeles, CA",2415,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Dallas, TX",2334,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Chicago, IL",1741,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Brooklyn, NY",1603,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Houston, TX",1339,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Atlanta, GA",1307,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Orlando, FL",1040,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"New York City, NY",806,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Tampa, FL",756,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Detroit, MI",648,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Austin, TX",638,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Kansas City, MO",609,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Cleveland, OH",486,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"San Antonio, TX",480,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Dayton, OH",473,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"St. Louis, MO",466,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Raleigh, NC",418,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Buffalo, NY",416,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Indianapolis, IN",393,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Akron, OH",369,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"The Bronx, NY",367,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Louisville, KY",361,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Cincinnati, OH",350,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Fort Worth, TX",331,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Minneapolis, MN",307,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Roseville, MI",289,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Seattle, WA",280,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Honolulu, HI",280,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
"Sacramento, CA",275,  Problems detected ,time-warner-cable,Is the service down,Tue 23 Jul 2019,12:58:38
