Location,Reports,Status,Provider,Source,Date collected,Time collected
"Brooklyn, NY",1619,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"The Bronx, NY",667,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"New York City, NY",618,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Newark, NJ",119,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Edison, NJ",47,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Stamford, CT",37,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Philadelphia, PA",34,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Wayne, NJ",33,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Clifton, NJ",27,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Teaneck, NJ",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"New Rochelle, NY",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Washington, D.C., DC",26,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Baltimore, MD",23,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Yonkers, NY",22,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Jersey City, NJ",20,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Norwalk, CT",20,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Secaucus, NJ",19,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Hoboken, NJ",19,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"East Rutherford, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Madison, NJ",18,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Bronx, NY",17,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Livingston, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Carlstadt, NJ",16,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Valley Stream, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Massapequa, NY",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Milford, CT",15,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Westport, CT",14,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Upper Marlboro, MD",14,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"West New York, NJ",13,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
"Long Beach, NY",13,  Problems detected ,optimum-cablevision,Is the service down,Tue 23 Jul 2019,12:47:02
